County,Year,All causes (total),Alzheimer's disease,Malignant neoplasms,Chronic lower respiratory diseases,Diabetes mellitus,Assault (homicide),Diseases of heart,Essential hypertension and hypertensive renal disease,Accidents (unintentional injuries),Chronic liver disease and cirrhosis,"Nephritis, nephrotic syndrome and nephrosis",Parkinson's disease,Influenza and pneumonia,Cerebrovascular diseases,Intentional self-harm (suicide),annual_mean_pm25,annual_mean_ozone,annual_mean_pb,annual_mean_pm10,annual_mean_co,annual_mean_no2,annual_mean_so2,FIPS,asthma_er_avg,cancer_incidence_rate,asthma_deaths,Bladder_Surgery_Ct,Brain_Surgery_Ct,Breast_Surgery_Ct,Colon_Surgery_Ct,Esophagus_Surgery_Ct,Liver_Surgery_Ct,Lung_Surgery_Ct,Pancreas_Surgery_Ct,Prostate_Surgery_Ct,Rectum_Surgery_Ct,Stomach_Surgery_Ct,hpi2score,economic,education,housing,healthcareaccess,neighborhood,pollution,transportation,social,insured,uncrowded,homeownership,automobile,commute,inpreschool,inhighschool,bachelorsed,employed,abovepoverty,income,tree_canopy,supermarkets,park_access,h2o_contam
Santa Barbara,2019,3296,229.5,681.5,135.5,81,24.5,785.5,39,224,67,23,50,63.5,212.5,65,5.1460474308300395,0.03715584813227189,NA,16.639335476956056,0.1664179104477612,4.91009657594381,0.42160737812911725,6083,1304,138.7,8,3,45,274,97,11,11,28,11,58,33,10,0.18858085790361445,0.16342060977108433,0.036619627831325295,0.010028972843373495,-0.03725939148192771,-0.008856984662650603,1.029831748120482,0.13616822263855421,0.5455080215180723,78.9566265060241,89.92409638554217,52.45783132530121,93.29518072289157,11.22090062893976,53.73855421686747,97.52289156626506,32.83253012048193,72.28072289156627,64.95319012833735,69377.578313253,6.020834030120482,46.11554954196386,82.32206506024096,388.96761762771087
Santa Clara,2017,10777,131.5,2530.5,375.5,463,49,2223.5,480,547,151.5,80.5,140.5,240.5,657.5,139,8.895731707317074,0.03944380952380953,0.02713716216216216,20.62962962962963,0.6486750348675034,25.32934472934473,0.6275449101796408,6085,5205,122.3,50,104,154,1628,450,58,174,280,108,486,214,71,0.46824756075616436,0.761538656969863,0.368149212569863,0.2239721405479452,0.6743129836164383,0.1335245539589041,0.2834355172931507,0.07790323252876713,0.6942919808986301,87.58876712328767,91.86027397260274,58.696164383561644,94.88958904109589,7.692162953369863,59.3041095890411,97.99013698630137,47.22931506849315,73.90109589041096,77.51534739487671,101640.45479452054,9.320432715342466,55.601790394860274,83.87742739726028,439.2913216586301
Santa Clara,2018,10624,504,2515.5,368.5,459,36.5,2147.5,421.5,548,169,65,145.5,232.5,703.5,155.5,10.92190395956192,0.036468204053109715,0.03305,21.97457627118644,0.6334246575342466,24.39405255878285,0.7111111111111111,6085,5205,122.3,50,83,206,1718,433,60,150,282,102,374,207,76,0.46824756075616436,0.761538656969863,0.368149212569863,0.2239721405479452,0.6743129836164383,0.1335245539589041,0.2834355172931507,0.07790323252876713,0.6942919808986301,87.58876712328767,91.86027397260274,58.696164383561644,94.88958904109589,7.692162953369863,59.3041095890411,97.99013698630137,47.22931506849315,73.90109589041096,77.51534739487671,101640.45479452054,9.320432715342466,55.601790394860274,83.87742739726028,439.2913216586301
Santa Clara,2019,10598,517,2432.5,334,505.5,50,2048,407,607,172,66,203.5,185.5,697,171,7.482,0.036978472222222225,0.03412852272727273,18.258333333333333,0.5763411279229711,22.58753462603878,0.5478386167146974,6085,5205,122.3,50,103,184,1706,405,61,150,268,117,387,204,79,0.46824756075616436,0.761538656969863,0.368149212569863,0.2239721405479452,0.6743129836164383,0.1335245539589041,0.2834355172931507,0.07790323252876713,0.6942919808986301,87.58876712328767,91.86027397260274,58.696164383561644,94.88958904109589,7.692162953369863,59.3041095890411,97.99013698630137,47.22931506849315,73.90109589041096,77.51534739487671,101640.45479452054,9.320432715342466,55.601790394860274,83.87742739726028,439.2913216586301
Santa Cruz,2017,1715,92,394.5,72.5,39,NA,381.5,31.5,124,34.5,19,22,37.5,92,43.5,6.40409604519774,0.03493351800554017,NA,NA,NA,NA,NA,6087,764.6666666666666,135,11,6,16,64,28,NA,2,17,NA,22,7,2,0.2478166277254902,0.23726426670588235,0.12154094494117645,0.08659132356862745,0.3434061156862745,0.3985947060392157,0.6917183981960784,0.14325810307843137,0.36131479464705885,83.57450980392157,93.62352941176471,59.52156862745098,94.62745098039215,9.579121418764705,49.20823529411765,98.26862745098039,38.707843137254905,71.42156862745098,70.06494105235294,71619.76470588235,25.153502115686276,42.76558122509804,78.60764803921569,424.0766744509804
Santa Cruz,2018,1704,91.5,426.5,67,44.5,NA,328.5,33,124.5,38.5,12.5,15.5,48.5,79.5,39,7.357708628005658,0.035825352112676054,NA,NA,NA,NA,NA,6087,764.6666666666666,135,11,5,19,73,40,NA,NA,23,1,18,14,3,0.2478166277254902,0.23726426670588235,0.12154094494117645,0.08659132356862745,0.3434061156862745,0.3985947060392157,0.6917183981960784,0.14325810307843137,0.36131479464705885,83.57450980392157,93.62352941176471,59.52156862745098,94.62745098039215,9.579121418764705,49.20823529411765,98.26862745098039,38.707843137254905,71.42156862745098,70.06494105235294,71619.76470588235,25.153502115686276,42.76558122509804,78.60764803921569,424.0766744509804
Santa Cruz,2019,1756.5,100.5,424,67,36.5,NA,346.5,42,129,38,15.5,31,28.5,96.5,46.5,5.620086083213773,0.035425,NA,NA,NA,NA,NA,6087,764.6666666666666,135,11,2,10,67,37,NA,NA,17,NA,6,7,2,0.2478166277254902,0.23726426670588235,0.12154094494117645,0.08659132356862745,0.3434061156862745,0.3985947060392157,0.6917183981960784,0.14325810307843137,0.36131479464705885,83.57450980392157,93.62352941176471,59.52156862745098,94.62745098039215,9.579121418764705,49.20823529411765,98.26862745098039,38.707843137254905,71.42156862745098,70.06494105235294,71619.76470588235,25.153502115686276,42.76558122509804,78.60764803921569,424.0766744509804
Shasta,2017,2434.5,164,439.5,206,57,12,591.5,32.5,131,42,22,26.5,50,106,56,5.211235955056179,0.040598824393828066,NA,16.652694610778443,NA,NA,NA,6089,654,138.8,NA,NA,26,106,37,NA,3,31,3,26,7,1,-0.1504130317173913,-0.5638587350652173,-0.23578053717391304,0.2028751502826087,0.08279728160869565,0.09019709954347825,0.8139829471956521,-0.19290408932608696,0.37574834784782607,80.41304347826087,97.62391304347827,63.186956521739134,92.87826086956521,4.076636850826087,46.27608695652174,98.05434782608695,19.73695652173913,61.62826086956522,59.36310251543478,47513.108695652176,21.497180754347827,21.771681119869566,44.26870217391304,367.6274565378261
Shasta,2018,2411.5,141.5,463.5,207,60.5,14,535.5,46,147,59.5,13.5,20.5,70,121.5,49,9.561676646706587,0.04055699088145897,NA,23.709302325581394,NA,NA,NA,6089,654,138.8,NA,NA,20,126,41,NA,3,19,NA,20,7,1,-0.1504130317173913,-0.5638587350652173,-0.23578053717391304,0.2028751502826087,0.08279728160869565,0.09019709954347825,0.8139829471956521,-0.19290408932608696,0.37574834784782607,80.41304347826087,97.62391304347827,63.186956521739134,92.87826086956521,4.076636850826087,46.27608695652174,98.05434782608695,19.73695652173913,61.62826086956522,59.36310251543478,47513.108695652176,21.497180754347827,21.771681119869566,44.26870217391304,367.6274565378261
Shasta,2019,2332.5,154.5,439,192.5,56,NA,532.5,36.5,134.5,55.5,19,27,52.5,99.5,52.5,3.7486301369863013,0.039611510791366905,NA,12.497206703910615,NA,NA,NA,6089,654,138.8,NA,1,14,159,42,NA,2,19,2,13,9,NA,-0.1504130317173913,-0.5638587350652173,-0.23578053717391304,0.2028751502826087,0.08279728160869565,0.09019709954347825,0.8139829471956521,-0.19290408932608696,0.37574834784782607,80.41304347826087,97.62391304347827,63.186956521739134,92.87826086956521,4.076636850826087,46.27608695652174,98.05434782608695,19.73695652173913,61.62826086956522,59.36310251543478,47513.108695652176,21.497180754347827,21.771681119869566,44.26870217391304,367.6274565378261
Siskiyou,2017,537,25.5,119,36,18,NA,122,NA,33.5,12,NA,NA,14,27.5,NA,6.6140449438202245,0.027318181818181818,NA,NA,NA,NA,NA,6093,148.33333333333334,85.3,NA,NA,NA,16,9,NA,NA,NA,NA,NA,NA,NA,-0.2453512129090909,-1.0025800903636364,-0.21244841154545455,0.1442225281818182,0.1431720490909091,0.2505735289090909,0.8646114779090909,-0.05175948118181818,0.4095429504545455,81.14545454545454,96.83636363636364,64.44545454545455,92.43636363636364,7.983250040545454,50.24545454545455,97.15454545454546,21.554545454545455,56.13636363636363,51.42391531636363,38173.63636363636,25.143775527272727,28.538605384545455,50.411117272727274,386.7244703
Siskiyou,2018,499.5,23.5,104,44.5,18.5,NA,110.5,NA,33.5,12,NA,NA,NA,26.5,NA,17.12373417721519,0.04,NA,NA,NA,NA,NA,6093,148.33333333333334,85.3,NA,NA,NA,18,7,1,NA,NA,NA,NA,4,NA,-0.2453512129090909,-1.0025800903636364,-0.21244841154545455,0.1442225281818182,0.1431720490909091,0.2505735289090909,0.8646114779090909,-0.05175948118181818,0.4095429504545455,81.14545454545454,96.83636363636364,64.44545454545455,92.43636363636364,7.983250040545454,50.24545454545455,97.15454545454546,21.554545454545455,56.13636363636363,51.42391531636363,38173.63636363636,25.143775527272727,28.538605384545455,50.411117272727274,386.7244703
Siskiyou,2019,553,27.5,132,46,13,NA,118.5,NA,38.5,15,NA,NA,15,26,14.5,5.055021834061136,0.03511965811965812,NA,NA,NA,NA,NA,6093,148.33333333333334,85.3,NA,NA,NA,16,7,NA,NA,NA,NA,NA,1,NA,-0.2453512129090909,-1.0025800903636364,-0.21244841154545455,0.1442225281818182,0.1431720490909091,0.2505735289090909,0.8646114779090909,-0.05175948118181818,0.4095429504545455,81.14545454545454,96.83636363636364,64.44545454545455,92.43636363636364,7.983250040545454,50.24545454545455,97.15454545454546,21.554545454545455,56.13636363636363,51.42391531636363,38173.63636363636,25.143775527272727,28.538605384545455,50.411117272727274,386.7244703
Solano,2017,3386.5,214,834.5,159,169.5,35.5,597,86,157.5,72,25,24,99,259,46.5,10.393314763231198,0.03751931330472103,NA,17.4,0.5647382920110193,17.684831460674157,1.4183098591549297,6095,3398.6666666666665,126.1,20,7,27,374,99,3,1,23,1,5,33,1,0.027755743580645156,0.02503556649462365,-0.2070024220752688,0.2541764717634409,0.47048625778494624,0.10444709891397849,0.7366348868817204,-0.08611457088172043,-0.1215744394623656,85.11612903225806,95.20752688172043,58.54731182795699,93.74731182795699,5.399366855043011,46.278064516129035,97.28064516129032,24.454838709677418,67.42258064516129,68.58452724752688,68387.10752688172,9.237280988172042,40.96336347932258,86.7808959139785,282.30344700129035
Solano,2018,3479.5,218,832.5,168.5,170.5,22.5,619.5,80,193,58,49,28.5,117,201,67,12.437537537537537,0.03535019083969466,NA,16.491525423728813,0.5359649122807018,16.410179640718564,1.1746223564954683,6095,3398.6666666666665,126.1,20,9,37,395,92,NA,2,25,1,11,29,2,0.027755743580645156,0.02503556649462365,-0.2070024220752688,0.2541764717634409,0.47048625778494624,0.10444709891397849,0.7366348868817204,-0.08611457088172043,-0.1215744394623656,85.11612903225806,95.20752688172043,58.54731182795699,93.74731182795699,5.399366855043011,46.278064516129035,97.28064516129032,24.454838709677418,67.42258064516129,68.58452724752688,68387.10752688172,9.237280988172042,40.96336347932258,86.7808959139785,282.30344700129035
Solano,2019,3408.5,213,825,186.5,163.5,28,542.5,84.5,179.5,65,42.5,28,82,203.5,62,8.714944134078213,0.035972222222222225,NA,12.125,0.47307692307692306,16.223333333333333,1.007799442896936,6095,3398.6666666666665,126.1,20,5,28,424,92,2,2,7,NA,8,41,3,0.027755743580645156,0.02503556649462365,-0.2070024220752688,0.2541764717634409,0.47048625778494624,0.10444709891397849,0.7366348868817204,-0.08611457088172043,-0.1215744394623656,85.11612903225806,95.20752688172043,58.54731182795699,93.74731182795699,5.399366855043011,46.278064516129035,97.28064516129032,24.454838709677418,67.42258064516129,68.58452724752688,68387.10752688172,9.237280988172042,40.96336347932258,86.7808959139785,282.30344700129035
Sonoma,2017,4202,304,981,227,137.5,11.5,890.5,72,208.5,54.5,30.5,63,72.5,231.5,69,8.095068493150684,0.033615062761506276,NA,14.373246024321796,0.4843835616438356,11.462362637362638,NA,6097,1732.3333333333333,128.8,24,5,18,370,67,3,1,6,NA,16,22,3,0.25944160190909094,0.24874993595959596,0.06585606819191919,0.23439922403030303,0.35275144970707073,0.07613697857575757,0.8876858487272727,0.05993156004040404,0.725727251080808,83.68787878787879,95.00404040404041,59.68787878787879,95.1070707070707,6.975971461909091,52.38484848484848,98.19292929292929,33.124242424242425,72.31818181818181,71.33978318949495,67265.47474747474,15.838884726262627,37.51865020781515,72.50686858585858,481.5990849
Sonoma,2018,4083,283,966.5,182.5,115.5,11,905,52,213.5,64.5,34,67,85.5,248.5,74.5,8.4,0.03320197740112994,NA,15.987940630797773,0.4480769230769231,10.831920903954803,NA,6097,1732.3333333333333,128.8,24,2,15,491,81,2,NA,4,NA,9,27,2,0.25944160190909094,0.24874993595959596,0.06585606819191919,0.23439922403030303,0.35275144970707073,0.07613697857575757,0.8876858487272727,0.05993156004040404,0.725727251080808,83.68787878787879,95.00404040404041,59.68787878787879,95.1070707070707,6.975971461909091,52.38484848484848,98.19292929292929,33.124242424242425,72.31818181818181,71.33978318949495,67265.47474747474,15.838884726262627,37.51865020781515,72.50686858585858,481.5990849
Sonoma,2019,4084.5,281,925.5,159,114,NA,867.5,51.5,222.5,58.5,32.5,79,58.5,261,81,5.678134110787172,0.032745098039215687,NA,11.773879142300196,0.3466666666666667,9.621220930232559,NA,6097,1732.3333333333333,128.8,24,1,22,458,95,2,1,6,NA,9,22,NA,0.25944160190909094,0.24874993595959596,0.06585606819191919,0.23439922403030303,0.35275144970707073,0.07613697857575757,0.8876858487272727,0.05993156004040404,0.725727251080808,83.68787878787879,95.00404040404041,59.68787878787879,95.1070707070707,6.975971461909091,52.38484848484848,98.19292929292929,33.124242424242425,72.31818181818181,71.33978318949495,67265.47474747474,15.838884726262627,37.51865020781515,72.50686858585858,481.5990849
Stanislaus,2017,4701.5,357,936,275.5,167.5,26.5,1078.5,100.5,239,118.5,87,67,88,260,55,12.771214017521903,0.04505734265734266,NA,30.516746411483254,0.41506849315068495,21.200285714285716,NA,6099,2957.6666666666665,117.7,25,3,27,369,113,1,9,23,13,40,57,7,-0.3842514359361702,-0.6070124033510639,-0.47497497372340425,0.052366322882978725,-0.0885807914893617,0.003241479425531915,-0.7166551438829787,-0.2426321350106383,-0.2391022785,78.3340425531915,92.21063829787234,54.42659574468085,92.2127659574468,3.814607142957447,37.48510638297872,97.17872340425532,15.063829787234042,62.67127659574468,53.48461859031915,48831.98936170213,7.9180037340425535,41.53688165886915,81.48670723404256,854.0354178840425
Stanislaus,2018,4622.5,289.5,928.5,259.5,186.5,19.5,1105,81,259.5,103,100,49.5,93.5,252,62.5,15.836625,0.04363572433192686,NA,32.042929292929294,0.41949860724233984,20.38434065934066,NA,6099,2957.6666666666665,117.7,25,5,30,352,105,1,5,21,11,39,35,12,-0.3842514359361702,-0.6070124033510639,-0.47497497372340425,0.052366322882978725,-0.0885807914893617,0.003241479425531915,-0.7166551438829787,-0.2426321350106383,-0.2391022785,78.3340425531915,92.21063829787234,54.42659574468085,92.2127659574468,3.814607142957447,37.48510638297872,97.17872340425532,15.063829787234042,62.67127659574468,53.48461859031915,48831.98936170213,7.9180037340425535,41.53688165886915,81.48670723404256,854.0354178840425
Stanislaus,2019,4766,315,940,289,145,12.5,1089,94,251,120,98,65.5,79,267.5,74.5,9.140100250626567,0.04258565153733528,NA,27.32107843137255,0.3750684931506849,19.143956043956045,NA,6099,2957.6666666666665,117.7,25,NA,25,421,92,9,11,27,7,27,55,6,-0.3842514359361702,-0.6070124033510639,-0.47497497372340425,0.052366322882978725,-0.0885807914893617,0.003241479425531915,-0.7166551438829787,-0.2426321350106383,-0.2391022785,78.3340425531915,92.21063829787234,54.42659574468085,92.2127659574468,3.814607142957447,37.48510638297872,97.17872340425532,15.063829787234042,62.67127659574468,53.48461859031915,48831.98936170213,7.9180037340425535,41.53688165886915,81.48670723404256,854.0354178840425
Sutter,2017,667.5,51,133.5,36,20.5,NA,158,14.5,35.5,16,15,NA,19,46,14,10.652161383285302,0.03939659367396594,NA,20.687671232876713,0.1465909090909091,16.30644257703081,NA,6101,288.6666666666667,105.2,NA,NA,NA,82,6,NA,NA,NA,NA,NA,2,NA,-0.19211311242857143,-0.42930013733333333,-0.33344451747619047,0.2813988650952381,-0.08392880323809523,-0.1780189426190476,0.05161645204761905,-0.17745751085714284,0.3427440366666667,78.39047619047619,93.47142857142858,58.84761904761905,93.40476190476191,3.724081177904762,43.647619047619045,97.60952380952381,17.423809523809524,64.15714285714286,57.13654919857143,54722.09523809524,9.764082271428572,23.975147295509522,61.244369047619045,697.2287450857143
Sutter,2018,678,60,165.5,26.5,24,NA,125.5,13,48.5,14,17,NA,27,45.5,NA,14.446820809248555,0.042497345132743364,NA,31.005988023952096,0.2756476683937824,17.22932960893855,NA,6101,288.6666666666667,105.2,NA,NA,NA,87,11,NA,1,NA,NA,NA,2,NA,-0.19211311242857143,-0.42930013733333333,-0.33344451747619047,0.2813988650952381,-0.08392880323809523,-0.1780189426190476,0.05161645204761905,-0.17745751085714284,0.3427440366666667,78.39047619047619,93.47142857142858,58.84761904761905,93.40476190476191,3.724081177904762,43.647619047619045,97.60952380952381,17.423809523809524,64.15714285714286,57.13654919857143,54722.09523809524,9.764082271428572,23.975147295509522,61.244369047619045,697.2287450857143
Sutter,2019,692,39,145.5,46.5,19,NA,148,14,42,19,18,16.5,16,54,13.5,8.266384180790961,0.04084982332155477,NA,22.322222222222223,NA,15.145906432748538,NA,6101,288.6666666666667,105.2,NA,NA,NA,97,20,NA,NA,NA,NA,NA,NA,NA,-0.19211311242857143,-0.42930013733333333,-0.33344451747619047,0.2813988650952381,-0.08392880323809523,-0.1780189426190476,0.05161645204761905,-0.17745751085714284,0.3427440366666667,78.39047619047619,93.47142857142858,58.84761904761905,93.40476190476191,3.724081177904762,43.647619047619045,97.60952380952381,17.423809523809524,64.15714285714286,57.13654919857143,54722.09523809524,9.764082271428572,23.975147295509522,61.244369047619045,697.2287450857143
Tehama,2017,559.5,37.5,137,41,14,NA,125.5,NA,31.5,12.5,NA,NA,NA,21,NA,7.176900584795321,0.04607578947368421,NA,19.5,NA,NA,NA,6103,304,116.6,NA,NA,NA,6,7,NA,1,NA,NA,NA,NA,NA,-0.2473940328181818,-0.7907799553636363,-0.1957349369090909,0.3930610857272727,0.12368790936363637,-0.2699949241818182,0.32143544090909093,-0.0909416590909091,0.31452294399999997,80.9090909090909,95.23636363636363,68.21818181818182,93.96363636363637,4.992717612363636,49.42727272727273,99.38181818181818,14.736363636363636,58.836363636363636,55.10067492818182,42750,13.725964227272728,14.961843962727272,20.105973636363636,644.0542181727272
Tehama,2018,662,27.5,140.5,45.5,23.5,NA,166.5,13,43,11,NA,NA,15,23.5,19,10.581267217630854,0.04930515463917526,NA,23.903225806451612,NA,NA,NA,6103,304,116.6,NA,NA,NA,2,13,NA,NA,NA,NA,NA,NA,1,-0.2473940328181818,-0.7907799553636363,-0.1957349369090909,0.3930610857272727,0.12368790936363637,-0.2699949241818182,0.32143544090909093,-0.0909416590909091,0.31452294399999997,80.9090909090909,95.23636363636363,68.21818181818182,93.96363636363637,4.992717612363636,49.42727272727273,99.38181818181818,14.736363636363636,58.836363636363636,55.10067492818182,42750,13.725964227272728,14.961843962727272,20.105973636363636,644.0542181727272
Tehama,2019,617,30.5,138,42,16.5,NA,153,NA,38,20.5,NA,NA,16,16.5,12,5.429461756373938,0.04421869488536155,NA,14.15,NA,NA,NA,6103,304,116.6,NA,NA,NA,3,13,NA,NA,NA,NA,NA,2,NA,-0.2473940328181818,-0.7907799553636363,-0.1957349369090909,0.3930610857272727,0.12368790936363637,-0.2699949241818182,0.32143544090909093,-0.0909416590909091,0.31452294399999997,80.9090909090909,95.23636363636363,68.21818181818182,93.96363636363637,4.992717612363636,49.42727272727273,99.38181818181818,14.736363636363636,58.836363636363636,55.10067492818182,42750,13.725964227272728,14.961843962727272,20.105973636363636,644.0542181727272
Trinity,2017,127,NA,18,11,NA,NA,38,0,11,NA,NA,0,NA,NA,NA,19.20843373493976,NA,NA,NA,NA,NA,NA,6105,53.333333333333336,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209708117,-1.01710276275,-0.26973310100000003,0.2433541555,-0.37990216425,0.94454678475,1.13786136425,0.21116289275,0.06539492849999999,74.8,96.1,70.275,97.6,7.1363497325,62,94.475,19.200000000000003,54.9,55.8385735,34294.5,46.65414225,11.91772737375,91.6677625,270.6852411605
Trinity,2018,122,0,22.5,NA,NA,NA,28.5,0,12.5,NA,0,NA,0,NA,NA,12.70190735694823,NA,NA,NA,NA,NA,NA,6105,53.333333333333336,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209708117,-1.01710276275,-0.26973310100000003,0.2433541555,-0.37990216425,0.94454678475,1.13786136425,0.21116289275,0.06539492849999999,74.8,96.1,70.275,97.6,7.1363497325,62,94.475,19.200000000000003,54.9,55.8385735,34294.5,46.65414225,11.91772737375,91.6677625,270.6852411605
Trinity,2019,151,NA,32.5,NA,NA,NA,32.5,0,20,NA,NA,0,0,NA,NA,4.913623188405797,NA,NA,NA,NA,NA,NA,6105,53.333333333333336,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209708117,-1.01710276275,-0.26973310100000003,0.2433541555,-0.37990216425,0.94454678475,1.13786136425,0.21116289275,0.06539492849999999,74.8,96.1,70.275,97.6,7.1363497325,62,94.475,19.200000000000003,54.9,55.8385735,34294.5,46.65414225,11.91772737375,91.6677625,270.6852411605
Tulare,2017,2983.5,138,537,177.5,107.5,36,732,90,186,95,24,23,88,176,52,15.053673469387755,0.05251881505204163,NA,46.315186246418335,NA,23.495495495495497,NA,6107,1910,102.3,16,NA,NA,168,48,NA,2,3,2,23,18,8,-0.4739585970789474,-0.7913165609868421,-0.46105045988157894,0.0501138292368421,-0.5255697736842105,-0.19078250042105263,-0.9512939265526316,-0.19101456126315788,-0.1549578025263158,73.03289473684211,88.73421052631579,55.11052631578947,93.31315789473685,3.5307519823157896,37.08552631578947,98.1921052631579,12.37236842105263,63.46184210526316,44.086978425263155,42941.72368421053,5.323898477631579,35.90589698877895,61.938303684210524,677.1803445657895
Tulare,2018,3049,192.5,571.5,173.5,80.5,31.5,739,82,191,94.5,27.5,26.5,80.5,186.5,42,16.248418972332015,0.0522001582278481,NA,51.125,NA,22.73810888252149,NA,6107,1910,102.3,16,3,12,157,47,NA,3,7,3,24,15,3,-0.4739585970789474,-0.7913165609868421,-0.46105045988157894,0.0501138292368421,-0.5255697736842105,-0.19078250042105263,-0.9512939265526316,-0.19101456126315788,-0.1549578025263158,73.03289473684211,88.73421052631579,55.11052631578947,93.31315789473685,3.5307519823157896,37.08552631578947,98.1921052631579,12.37236842105263,63.46184210526316,44.086978425263155,42941.72368421053,5.323898477631579,35.90589698877895,61.938303684210524,677.1803445657895
Tulare,2019,2970.5,194,624,159.5,90.5,26,701.5,70.5,177,90.5,32.5,26,89.5,156,29.5,11.190974358974358,0.04965743670886076,NA,45.71111111111111,NA,21.11889534883721,NA,6107,1910,102.3,16,6,10,186,57,NA,1,15,1,22,21,5,-0.4739585970789474,-0.7913165609868421,-0.46105045988157894,0.0501138292368421,-0.5255697736842105,-0.19078250042105263,-0.9512939265526316,-0.19101456126315788,-0.1549578025263158,73.03289473684211,88.73421052631579,55.11052631578947,93.31315789473685,3.5307519823157896,37.08552631578947,98.1921052631579,12.37236842105263,63.46184210526316,44.086978425263155,42941.72368421053,5.323898477631579,35.90589698877895,61.938303684210524,677.1803445657895
Ventura,2017,5802,434,1334.5,310,196.5,26.5,1367,139.5,326.5,98.5,58,79,80.5,377.5,96.5,9.623968105065666,0.04688519134775374,0.0018769230769230768,26.83911234396671,NA,15.052269601100413,NA,6111,2572.6666666666665,129.2,17,8,38,490,151,2,19,59,14,145,63,6,0.21169642738922156,0.40505211447904194,0.06780647362275449,0.17808704632934133,0.15359171109580838,-0.014314529131736526,0.29665411402994013,-0.04090080528742515,0.42742299625748503,81.27185628742515,91.96467065868264,63.94071856287425,95.36766467065868,4.2598857110898205,54.49760479041916,98.24011976047905,31.4437125748503,72.21137724550898,72.12759793383233,81763.69461077845,5.334257416167665,42.31803720238144,83.15285544910179,399.1386332154491
Ventura,2018,5695.5,423,1291,293,179,37.5,1359.5,149,317,115,41,93.5,95.5,381.5,97.5,9.060714285714285,0.04506440866185452,0.0021226470588235295,25.428770949720672,NA,15.67764060356653,NA,6111,2572.6666666666665,129.2,17,3,47,481,158,1,11,58,12,111,44,10,0.21169642738922156,0.40505211447904194,0.06780647362275449,0.17808704632934133,0.15359171109580838,-0.014314529131736526,0.29665411402994013,-0.04090080528742515,0.42742299625748503,81.27185628742515,91.96467065868264,63.94071856287425,95.36766467065868,4.2598857110898205,54.49760479041916,98.24011976047905,31.4437125748503,72.21137724550898,72.12759793383233,81763.69461077845,5.334257416167665,42.31803720238144,83.15285544910179,399.1386332154491
Ventura,2019,5713.5,433,1267,271.5,211.5,26,1327,135,325.5,127.5,47.5,106,63,379.5,94,6.647247058823529,0.044517607602012295,0.001883103448275862,21.966149506346966,NA,14.324362606232295,NA,6111,2572.6666666666665,129.2,17,3,49,517,140,1,13,66,11,70,58,15,0.21169642738922156,0.40505211447904194,0.06780647362275449,0.17808704632934133,0.15359171109580838,-0.014314529131736526,0.29665411402994013,-0.04090080528742515,0.42742299625748503,81.27185628742515,91.96467065868264,63.94071856287425,95.36766467065868,4.2598857110898205,54.49760479041916,98.24011976047905,31.4437125748503,72.21137724550898,72.12759793383233,81763.69461077845,5.334257416167665,42.31803720238144,83.15285544910179,399.1386332154491
Yolo,2017,1273.5,97.5,272,71,57,NA,261.5,37,55.5,25,NA,19,35.5,70.5,25.5,9.017866666666666,0.040665178571428574,NA,20.508474576271187,NA,10.298333333333334,NA,6113,814.6666666666666,124.8,NA,NA,NA,58,8,NA,NA,NA,NA,2,7,NA,0.137431396875,-0.135935404275,0.29107950439999997,0.15322413945,0.5149069537,0.2248092914,0.38346054155,0.31846709725,0.041619402274999995,85.655,95.12,53.875,92.3475,16.778089508875,55.373,98.565,43.305,68.0775,61.68422955625,61256.95,11.3978410175,51.91749534465,90.811553,533.8637727925
Yolo,2018,1247,93.5,292.5,70.5,31,NA,251,43,71,29.5,NA,18,27.5,65.5,19,11.439303482587064,0.040254957507082155,NA,24.133333333333333,NA,10.30204081632653,NA,6113,814.6666666666666,124.8,NA,NA,NA,102,14,NA,1,NA,1,3,8,1,0.137431396875,-0.135935404275,0.29107950439999997,0.15322413945,0.5149069537,0.2248092914,0.38346054155,0.31846709725,0.041619402274999995,85.655,95.12,53.875,92.3475,16.778089508875,55.373,98.565,43.305,68.0775,61.68422955625,61256.95,11.3978410175,51.91749534465,90.811553,533.8637727925
Yolo,2019,1247,105,259,61,43.5,NA,271.5,45.5,57.5,28,NA,16.5,22.5,63,25,6.849135802469136,0.04092047128129602,NA,18.38135593220339,NA,10.089531680440771,NA,6113,814.6666666666666,124.8,NA,1,NA,68,19,NA,NA,NA,NA,1,7,NA,0.137431396875,-0.135935404275,0.29107950439999997,0.15322413945,0.5149069537,0.2248092914,0.38346054155,0.31846709725,0.041619402274999995,85.655,95.12,53.875,92.3475,16.778089508875,55.373,98.565,43.305,68.0775,61.68422955625,61256.95,11.3978410175,51.91749534465,90.811553,533.8637727925
